,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kolin Mattila Oy,20.01.2023,
1,Y-tunnus,2720599-7,,
2,Kotipaikka,Lieksa,01.07.2022,
3,Yritysmuoto,Osakeyhtiö,01.07.2022,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.11.2015,,
6,Viimeisin rekisteröintiajankohta,20.01.2023,20.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,11.11.2015,,
8,Yrityksen tila,Rekisterissä,11.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,19.12.2022,
12,Postiosoite,Ylä-Kolintie 12b  83960  Koli  Suomi,,
13,Käyntiosoite,Ylä-Kolintie 12b  83960  Koli  Suomi,,
