,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,CatchTheFish Oy,25.04.2016,
1,Y-tunnus,2698242-8,,
2,Kotipaikka,Helsinki,20.09.2016,
3,Yritysmuoto,Osakeyhtiö,02.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.09.2015,,
6,Viimeisin rekisteröintiajankohta,18.08.2022,18.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,02.09.2015,,
8,Yrityksen tila,Rekisterissä,02.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,11.07.2020,
11,Yhteystiedot,,18.04.2020,
12,Postiosoite,c/o Finacc Oy  Erottajankatu 5  00130  Helsinki  Suomi,,
13,Sähköposti,fitim(a)delija.fi,,
