,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Balco Oy,17.09.2015,
1,Y-tunnus,2706308-7,,
2,Kotipaikka,Helsinki,17.09.2015,
3,Yritysmuoto,Osakeyhtiö,17.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,17.09.2015,,
6,Viimeisin rekisteröintiajankohta,23.02.2023,23.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,17.09.2015,,
8,Yrityksen tila,Rekisterissä,17.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,30.06.2021,
11,Yhteystiedot,,12.12.2017,
12,Postiosoite,Töölönkatu 7 A 1  00100  Helsinki  Suomi,,
13,Käyntiosoite,Töölönkatu 7 A 1  00100  Helsinki  Suomi,,
