,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Suomen Ratamainonta Oy,07.10.2022,
1,Y-tunnus,2704083-8,,
2,Kotipaikka,Helsinki,14.03.2019,
3,Yritysmuoto,Osakeyhtiö,01.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.09.2015,,
6,Viimeisin rekisteröintiajankohta,19.10.2022,19.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,01.09.2015,,
8,Yrityksen tila,Rekisterissä,01.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,19.10.2022,
11,Yhteystiedot,,01.03.2019,
12,Postiosoite,c/o Helsinki Limo  Porthaninkatu 3  00530  Helsinki  Suomi,,
13,Puhelin,0207 870360,,
