,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Outdoor Blogger Network Oy,17.02.2015,
1,Y-tunnus,2671762-4,,
2,Kotipaikka,Vaasa,17.02.2015,
3,Yritysmuoto,Osakeyhtiö,17.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,17.02.2015,,
6,Viimeisin rekisteröintiajankohta,28.07.2020,28.07.2020,
7,Yrityksen tiedot järjestelmässä alkaen,17.02.2015,,
8,Yrityksen tila,Rekisterissä,17.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,30.01.2015,
12,Postiosoite,Aleksis Kiventie 44  65300  Vaasa  Suomi,,
13,Käyntiosoite,Aleksis Kiventie 44  65300  Vaasa  Suomi,,
14,Puhelin,+358 50 4929723,,
15,Faksi,+358 50 4929723,,
16,Www,http://www.outdoor-blogger-network.com,,
