,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Dojo Productions oy,11.03.2015,
1,Y-tunnus,2678359-2,,
2,Kotipaikka,Lahti,09.06.2022,
3,Yritysmuoto,Osakeyhtiö,11.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.03.2015,,
6,Viimeisin rekisteröintiajankohta,23.03.2023,23.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,11.03.2015,,
8,Yrityksen tila,Rekisterissä,11.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.06.2020,
11,Yhteystiedot,,02.05.2022,
12,Postiosoite,Kymintie 13 as. 6  15140  Lahti  Suomi,,
13,Käyntiosoite,Kymintie 13 as. 6  15140  Lahti  Suomi,,
14,Puhelin,0456752267,,
15,Sähköposti,info(a)bboydojo.com,,
16,Www,http://www.bboydojo.com,,
