,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistö Oy Helsingin Länsisatamankatu,18.03.2015,
1,Y-tunnus,2680424-2,,
2,Kotipaikka,Helsinki,18.03.2015,
3,Yritysmuoto,Osakeyhtiö,18.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.03.2015,,
6,Viimeisin rekisteröintiajankohta,25.02.2021,25.02.2021,
7,Yrityksen tiedot järjestelmässä alkaen,18.03.2015,,
8,Yrityksen tila,Rekisterissä,18.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,04.06.2020,
11,Yhteystiedot,,05.05.2020,
12,Postiosoite,c/o Knitter Business Park  Kutojantie 6-8  02630  Espoo  Suomi,,
13,Käyntiosoite,c/o Knitter Business Park  Kutojantie 6-8  02630  Espoo  Suomi,,
14,Puhelin,04577343911,,
15,Faksi,094123021,,
16,Www,http://www.ta.fi,,
