,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kuntang Beverages Oy,03.03.2015,
1,Y-tunnus,2679025-8,,
2,Kotipaikka,Espoo,03.03.2015,
3,Yritysmuoto,Osakeyhtiö,03.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.03.2015,,
6,Viimeisin rekisteröintiajankohta,11.10.2022,11.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,03.03.2015,,
8,Yrityksen tila,Rekisterissä,03.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,16.02.2020,
11,Yhteystiedot,,18.07.2022,
12,Postiosoite,Teerisuonkuja 1  00700  Helsinki  Suomi,,
13,Sähköposti,kuntang.beverages(a)gmail.com,,
