,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,SaKa Hallikiinteistöt GP Oy,03.09.2015,
1,Y-tunnus,2707948-4,,
2,Kotipaikka,Helsinki,03.09.2015,
3,Yritysmuoto,Osakeyhtiö,03.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.09.2015,,
6,Viimeisin rekisteröintiajankohta,25.05.2022,25.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,03.09.2015,,
8,Yrityksen tila,Rekisterissä,03.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,01.10.2021,
12,Postiosoite,c/o Mandatum Asset Management  PL 1221  00101  Helsinki  Suomi,,
13,Käyntiosoite,c/o Mandatum Asset Management  Bulevardi 56  00120  Helsinki  Suomi,,
