,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Heijala Invest Oy,18.12.2015,
1,Y-tunnus,2729152-2,,
2,Kotipaikka,Iitti,18.12.2015,
3,Yritysmuoto,Osakeyhtiö,18.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.12.2015,,
6,Viimeisin rekisteröintiajankohta,07.09.2021,07.09.2021,
7,Yrityksen tiedot järjestelmässä alkaen,18.12.2015,,
8,Yrityksen tila,Rekisterissä,18.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,10.03.2021,
11,Yhteystiedot,,09.12.2015,
12,Postiosoite,Kuusamantie 16  15540  Villähde  Suomi,,
