,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Merirosvot Juhlapalvelu Oy,07.12.2015,
1,Y-tunnus,2727466-9,,
2,Kotipaikka,Vantaa,07.12.2015,
3,Yritysmuoto,Osakeyhtiö,07.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.12.2015,,
6,Viimeisin rekisteröintiajankohta,09.05.2023,09.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,07.12.2015,,
8,Yrityksen tila,Rekisterissä,07.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,09.05.2023,
11,Yhteystiedot,,27.12.2018,
12,Postiosoite,c/o Merirosvot Juhlapalvelu Oy  Oxfotinkuja 4 A  02330  Espoo  Suomi,,
13,Puhelin,0405356878,,
14,Sähköposti,tony.laakso(a)merirosvot.fi,,
15,Www,http://www.merirosvot.fi,,
