,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Block Helsinki Oy,25.05.2015,
1,Y-tunnus,2690125-3,,
2,Kotipaikka,Helsinki,25.05.2015,
3,Yritysmuoto,Osakeyhtiö,25.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,25.05.2015,,
6,Viimeisin rekisteröintiajankohta,24.06.2022,24.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,25.05.2015,,
8,Yrityksen tila,Rekisterissä,25.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.06.2020,
11,Yhteystiedot,,18.08.2021,
12,Postiosoite,Vuorimiehenkatu 18 C 37  00140  Helsinki  Suomi,,
13,Käyntiosoite,Vuorimiehenkatu 18 C 37  00140  Helsinki  Suomi,,
14,Puhelin,0503807078,,
