,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Tuccabaja Oulu Oy,01.04.2015,
1,Y-tunnus,2681860-1,,
2,Kotipaikka,Oulu,01.04.2015,
3,Yritysmuoto,Osakeyhtiö,01.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.04.2015,,
6,Viimeisin rekisteröintiajankohta,08.04.2022,08.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,01.04.2015,,
8,Yrityksen tila,Rekisterissä,01.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,17.03.2015,
12,Postiosoite,c/o Tuccabaja Company Oy  Vapaudenkatu 8  98100  Kemijärvi  Suomi,,
13,Käyntiosoite,Pakkahuoneenkatu 5  90100  Oulu  Suomi,,
