,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistö Oy Pieni Neulamäentie 5,30.07.2015,
1,Y-tunnus,2699318-6,,
2,Kotipaikka,Kuopio,30.07.2015,
3,Yritysmuoto,Osakeyhtiö,30.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.07.2015,,
6,Viimeisin rekisteröintiajankohta,10.08.2022,10.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,30.07.2015,,
8,Yrityksen tila,Rekisterissä,30.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,30.06.2020,
11,Yhteystiedot,,11.10.2021,
12,Postiosoite,PL 12  00551  Helsinki  Suomi,,
13,Käyntiosoite,Pienen Neulamäentie 5  70800  Kuopio  Suomi,,
14,Puhelin,0500451625,,
15,Sähköposti,etunimi.sukunimi(a)heino.fi,,
16,Www,http://www.heino.fi,,
