,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Karkkilan Huoltosaneeraus Oy,12.12.2017,
1,Y-tunnus,2700429-8,,
2,Kotipaikka,Helsinki,31.07.2015,
3,Yritysmuoto,Osakeyhtiö,31.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,31.07.2015,,
6,Viimeisin rekisteröintiajankohta,05.12.2018,05.12.2018,
7,Yrityksen tiedot järjestelmässä alkaen,31.07.2015,,
8,Yrityksen tila,Rekisterissä,31.07.2015,
9,Yrityksen tilanne,Konkurssissa,08.06.2018,
10,Yrityksellä on yrityskiinnityksiä,Kyllä,,
11,Yrityksellä on edunsaajatietoja,Ei,,
12,Yhteystiedot,,13.03.2018,
13,Postiosoite,c/o Sipoon Energiahuolto  Uusi Porvoontie 1306  01150  Söderkulla  Suomi,,
14,Puhelin,+358456420802,,
15,Sähköposti,huolto(a)sipoonenergiahuolto.fi,,
