,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Suunnittelu Grande F. Oy,30.11.2015,
1,Y-tunnus,2722660-8,,
2,Kotipaikka,Salo,30.11.2015,
3,Yritysmuoto,Osakeyhtiö,30.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.11.2015,,
6,Viimeisin rekisteröintiajankohta,03.03.2023,03.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,30.11.2015,,
8,Yrityksen tila,Rekisterissä,30.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,22.04.2022,
11,Yhteystiedot,,28.12.2022,
12,Postiosoite,Pitäjänmäentie 40  00370  Helsinki  Suomi,,
13,Käyntiosoite,Pitäjänmäentie 40  00370  Helsinki  Suomi,,
14,Puhelin,0400-350400,,
15,Sähköposti,asiakaspalvelu(a)keittionkoodi.fi,,
16,Www,http://www.keittionkoodi.fi,,
