,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Distrikt13 Group Oy,13.02.2015,
1,Y-tunnus,2667205-9,,
2,Kotipaikka,Helsinki,26.01.2015,
3,Yritysmuoto,Osakeyhtiö,26.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.01.2015,,
6,Viimeisin rekisteröintiajankohta,30.08.2022,30.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,26.01.2015,,
8,Yrityksen tila,Rekisterissä,26.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,08.06.2020,
11,Yhteystiedot,,18.09.2019,
12,Postiosoite,Nilsiänkatu 10-14 A  00510  Helsinki  Suomi,,
13,Käyntiosoite,Nilsiänkatu 10-14 A  00510  Helsinki  Suomi,,
14,Www,http://www.distrikt13.fi,,
