,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Area Rent Oy,27.06.2019,
1,Y-tunnus,2664480-8,,
2,Kotipaikka,Laukaa,15.01.2015,
3,Yritysmuoto,Osakeyhtiö,15.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.01.2015,,
6,Viimeisin rekisteröintiajankohta,28.10.2022,28.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,15.01.2015,,
8,Yrityksen tila,Rekisterissä,15.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.06.2020,
11,Yhteystiedot,,01.10.2015,
12,Postiosoite,Rantatie 14  41340  Laukaa  Suomi,,
13,Puhelin,0504944307,,
