,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Greensound Oy,11.12.2015,
1,Y-tunnus,2726562-3,,
2,Kotipaikka,Helsinki,11.12.2015,
3,Yritysmuoto,Osakeyhtiö,11.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.12.2015,,
6,Viimeisin rekisteröintiajankohta,09.09.2022,09.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,11.12.2015,,
8,Yrityksen tila,Rekisterissä,11.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,14.05.2016,
12,Postiosoite,c/o Kantero  Ruusulankatu 14 B 13  00250  Helsinki  Suomi,,
13,Käyntiosoite,Ruusulankatu 14 B 13  00250  Helsinki  Suomi,,
