,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Mainostoimisto Riikinkukko Oy,23.02.2015,
1,Y-tunnus,2672962-5,,
2,Kotipaikka,Hyvinkää,23.02.2015,
3,Yritysmuoto,Osakeyhtiö,23.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,23.02.2015,,
6,Viimeisin rekisteröintiajankohta,15.05.2021,15.05.2021,
7,Yrityksen tiedot järjestelmässä alkaen,23.02.2015,,
8,Yrityksen tila,Rekisterissä,23.02.2015,
9,Yrityksen tilanne,Selvitystilassa,07.08.2020,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Ei,,
12,Yhteystiedot,,08.07.2020,
13,Postiosoite,Uudenmaankatu 22  05800  Hyvinkää  Suomi,,
14,Käyntiosoite,Uudenmaankatu 22  05800  Hyvinkää  Suomi,,
