,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Sähköurakointi Pukkila Oy,29.04.2015,
1,Y-tunnus,2688384-1,,
2,Kotipaikka,Jyväskylä,29.04.2015,
3,Yritysmuoto,Osakeyhtiö,29.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.04.2015,,
6,Viimeisin rekisteröintiajankohta,28.10.2022,28.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,29.04.2015,,
8,Yrityksen tila,Rekisterissä,29.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.09.2020,
11,Yhteystiedot,,17.05.2018,
12,Postiosoite,Otsontie 14 A  41310  Leppävesi  Suomi,,
