,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,BAS-Shop Oy,16.04.2015,
1,Y-tunnus,2684685-6,,
2,Kotipaikka,Helsinki,16.04.2015,
3,Yritysmuoto,Osakeyhtiö,16.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.04.2015,,
6,Viimeisin rekisteröintiajankohta,10.01.2023,10.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,16.04.2015,,
8,Yrityksen tila,Rekisterissä,16.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,07.07.2020,
11,Yhteystiedot,,07.04.2015,
12,Postiosoite,Latokartanontie 7  00700  Helsinki,,
13,Käyntiosoite,Latokartanontie 7  00700  Helsinki,,
