,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,BorderHill Oy,24.11.2015,
1,Y-tunnus,2725089-4,,
2,Kotipaikka,Kirkkonummi,24.11.2015,
3,Yritysmuoto,Osakeyhtiö,24.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,24.11.2015,,
6,Viimeisin rekisteröintiajankohta,06.05.2022,06.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,24.11.2015,,
8,Yrityksen tila,Rekisterissä,24.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,14.01.2020,
11,Yhteystiedot,,16.11.2015,
12,Postiosoite,Västerlandintie 28  02540  Kylmälä  Suomi,,
13,Puhelin,"+358098134002, 0408371626",,
