,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,6162 Viihde Oy,06.10.2015,
1,Y-tunnus,2708456-6,,
2,Kotipaikka,Seinäjoki,06.10.2015,
3,Yritysmuoto,Osakeyhtiö,06.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,06.10.2015,,
6,Viimeisin rekisteröintiajankohta,24.02.2023,24.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,06.10.2015,,
8,Yrityksen tila,Rekisterissä,06.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,02.09.2015,
12,Postiosoite,Topparoikankuja 17  60100  Seinäjoki  Suomi,,
