,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,UKKO-Holding Oy,11.01.2016,
1,Y-tunnus,2733492-4,,
2,Kotipaikka,Varkaus,11.01.2016,
3,Yritysmuoto,Osakeyhtiö,11.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.01.2016,,
6,Viimeisin rekisteröintiajankohta,13.05.2023,13.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,11.01.2016,,
8,Yrityksen tila,Rekisterissä,11.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.07.2020,
11,Yhteystiedot,,02.03.2018,
12,Postiosoite,Pirnankatu 4  78200  Varkaus  Suomi,,
13,Käyntiosoite,Pirnankatu 4  78200  Varkaus  Suomi,,
14,Puhelin,0207920490,,
15,Sähköposti,info(a)ukkosteam.com,,
16,Www,http://www.ukko-holding.fi,,
