,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Bond Trading Oy,13.03.2015,
1,Y-tunnus,2680369-6,,
2,Kotipaikka,Helsinki,13.03.2015,
3,Yritysmuoto,Osakeyhtiö,13.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.03.2015,,
6,Viimeisin rekisteröintiajankohta,30.06.2022,30.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,13.03.2015,,
8,Yrityksen tila,Rekisterissä,13.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.04.2021,
11,Yhteystiedot,,17.05.2022,
12,Postiosoite,Marssitie 13 2  53600  Lappeenranta  Suomi,,
13,Käyntiosoite,c/o Evelog Oy/ MM Cargo WH  Harapaisentie 55  53500  Lappeenranta  Suomi,,
