,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kemas Kiinteistöt Oy,01.05.2016,
1,Y-tunnus,2733612-9,,
2,Kotipaikka,Kouvola,01.05.2016,
3,Yritysmuoto,Osakeyhtiö,01.05.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.05.2016,,
6,Viimeisin rekisteröintiajankohta,22.09.2022,22.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,01.05.2016,,
8,Yrityksen tila,Rekisterissä,01.05.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,14.12.2020,
11,Yhteystiedot,,28.12.2015,
12,Postiosoite,Varastoympyrä 8  46860  Keltakangas  Suomi,,
