,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,"Asennus, korjaus ja rakentaminen AKR Oy",12.03.2015,
1,Y-tunnus,2674161-6,,
2,Kotipaikka,Vihti,12.03.2015,
3,Yritysmuoto,Osakeyhtiö,12.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,12.03.2015,,
6,Viimeisin rekisteröintiajankohta,06.04.2022,06.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,12.03.2015,,
8,Yrityksen tila,Rekisterissä,12.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,13.08.2020,
11,Yhteystiedot,,13.08.2020,
12,Postiosoite,Patruunantie 19  05200  Rajamäki  Suomi,,
13,Käyntiosoite,Patruunantie 19  05200  Rajamäki  Suomi,,
