,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Keskinäinen Kiinteistö Oy Helsingin Lirokuja 2,11.01.2016,
1,Y-tunnus,2732431-2,,
2,Kotipaikka,Helsinki,11.01.2016,
3,Yritysmuoto,Osakeyhtiö,11.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.01.2016,,
6,Lakkaamisajankohta,11.01.2021,11.01.2021,
7,Viimeisin rekisteröintiajankohta,11.01.2021,11.01.2021,
8,Yrityksen tiedot järjestelmässä alkaen,11.01.2016,,
9,Yrityksen tila,Lakannut,11.01.2021,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
