,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Ferly Kustannus Oy,08.11.2018,
1,Y-tunnus,2719503-9,,
2,Kotipaikka,Helsinki,10.11.2015,
3,Yritysmuoto,Osakeyhtiö,10.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.11.2015,,
6,Viimeisin rekisteröintiajankohta,11.05.2022,11.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,10.11.2015,,
8,Yrityksen tila,Rekisterissä,10.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.10.2019,
11,Yhteystiedot,,14.08.2020,
12,Postiosoite,c/o Ferly Oy  Hämeentie 19  00500  Helsinki  Suomi,,
13,Käyntiosoite,c/o Ferly Oy  Hämeentie 19  00500  Helsinki  Suomi,,
14,Puhelin,+358 40 1723554,,
15,Sähköposti,laura(a)ferlyco.com,,
16,Www,http://www.ferlyco.com,,
