,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistö Oy Espoon Kumppaninkuja 1,26.11.2015,
1,Y-tunnus,2725477-2,,
2,Kotipaikka,Espoo,26.11.2015,
3,Yritysmuoto,Osakeyhtiö,26.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.11.2015,,
6,Lakkaamisajankohta,31.12.2022,31.12.2022,
7,Viimeisin rekisteröintiajankohta,31.12.2022,31.12.2022,
8,Yrityksen tiedot järjestelmässä alkaen,26.11.2015,,
9,Yrityksen tila,Lakannut,31.12.2022,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
