,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,ScanLab Oy,24.05.2016,
1,Y-tunnus,2671232-1,,
2,Kotipaikka,Oulu,02.03.2015,
3,Yritysmuoto,Osakeyhtiö,02.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.03.2015,,
6,Viimeisin rekisteröintiajankohta,29.09.2022,29.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,02.03.2015,,
8,Yrityksen tila,Rekisterissä,02.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.04.2020,
11,Yhteystiedot,,14.09.2020,
12,Postiosoite,Tutkijantie 4 F  90590  Oulu  Suomi,,
13,Käyntiosoite,Tutkijantie 4 F  90590  Oulu  Suomi,,
14,Puhelin,044 7036740,,
15,Sähköposti,scanlab(a)scanlab.fi,,
16,Www,http://www.scanlab.fi,,
