,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,DealScope Oy,20.02.2015,
1,Y-tunnus,2676051-8,,
2,Kotipaikka,Vesilahti,20.02.2015,
3,Yritysmuoto,Osakeyhtiö,20.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.02.2015,,
6,Viimeisin rekisteröintiajankohta,15.06.2022,15.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,20.02.2015,,
8,Yrityksen tila,Rekisterissä,20.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,18.09.2019,
11,Yhteystiedot,,16.02.2015,
12,Postiosoite,Arvintie 4  37470  Vesilahti  Suomi,,
13,Käyntiosoite,Arvintie 4  37470  Vesilahti  Suomi,,
14,Puhelin,"044-0557333, 044-0557333",,
15,Sähköposti,mika.kinnunen(a)dealscope.fi,,
16,Www,http://www.dealscope.fi,,
