,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Soul & Soul Oy,08.03.2023,
1,Y-tunnus,2727644-5,,
2,Kotipaikka,Lohja,18.01.2018,
3,Yritysmuoto,Osakeyhtiö,23.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,23.12.2015,,
6,Viimeisin rekisteröintiajankohta,08.03.2023,08.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,23.12.2015,,
8,Yrityksen tila,Rekisterissä,23.12.2015,
9,Yrityksen tilanne,Selvitystilassa,08.03.2023,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Kyllä,31.01.2020,
12,Yhteystiedot,,06.03.2023,
13,Postiosoite,Fabianinkatu 4 B 11  00130  Helsinki  Suomi,,
14,Www,http://www.paloasemanpanimo.fi,,
