,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Pureco Oy,08.03.2023,
1,Y-tunnus,2725974-1,,
2,Kotipaikka,Oulu,24.11.2015,
3,Yritysmuoto,Osakeyhtiö,24.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,24.11.2015,,
6,Viimeisin rekisteröintiajankohta,08.03.2023,08.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,24.11.2015,,
8,Yrityksen tila,Rekisterissä,24.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,08.07.2022,
11,Yhteystiedot,,06.03.2023,
12,Postiosoite,Puolatie 6  90620  Oulu  Suomi,,
13,Käyntiosoite,Puolatie 6  90620  Oulu  Suomi,,
14,Puhelin,0400434657,,
15,Sähköposti,tekniikkapalvelu(a)tekniikkapalvelu.fi,,
16,Www,http://www.tekniikkapalvelu.fi,,
