,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Siltaraha Oy,21.01.2016,
1,Y-tunnus,2732852-4,,
2,Kotipaikka,Helsinki,21.01.2016,
3,Yritysmuoto,Osakeyhtiö,21.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.01.2016,,
6,Viimeisin rekisteröintiajankohta,10.06.2023,10.06.2023,
7,Yrityksen tiedot järjestelmässä alkaen,21.01.2016,,
8,Yrityksen tila,Rekisterissä,21.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,12.07.2021,
11,Yhteystiedot,,20.08.2019,
12,Postiosoite,Antinkatu 3 D  00100  Helsinki  Suomi,,
13,Käyntiosoite,Antinkatu 3 D  00100  Helsinki  Suomi,,
