,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Holmström Properties Oy,28.08.2015,
1,Y-tunnus,2705008-3,,
2,Kotipaikka,Espoo,28.08.2015,
3,Yritysmuoto,Osakeyhtiö,28.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,28.08.2015,,
6,Viimeisin rekisteröintiajankohta,15.03.2022,15.03.2022,
7,Yrityksen tiedot järjestelmässä alkaen,28.08.2015,,
8,Yrityksen tila,Rekisterissä,28.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.06.2020,
11,Yhteystiedot,,10.02.2017,
12,Postiosoite,c/o Holmström  Perttulantie 6 A 19  00210  Helsinki  Suomi,,
13,Puhelin,040 845 5726,,
14,Sähköposti,harri(a)holmstrom.properties,,
