,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Sporttitalkoot Oy,22.06.2015,
1,Y-tunnus,2694487-8,,
2,Kotipaikka,Espoo,22.06.2015,
3,Yritysmuoto,Osakeyhtiö,22.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.06.2015,,
6,Viimeisin rekisteröintiajankohta,11.02.2023,11.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,22.06.2015,,
8,Yrityksen tila,Rekisterissä,22.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,09.09.2020,
12,Postiosoite,c/o Poutala  Tinametsä 3 A  02750  Espoo  Suomi,,
13,Käyntiosoite,c/o Poutala  Tinametsä 3 A  02750  Espoo  Suomi,,
