,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Projektirakentajat JK Oy,20.03.2015,
1,Y-tunnus,2680470-1,,
2,Kotipaikka,Pori,20.03.2015,
3,Yritysmuoto,Osakeyhtiö,20.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.03.2015,,
6,Viimeisin rekisteröintiajankohta,29.09.2022,29.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,20.03.2015,,
8,Yrityksen tila,Rekisterissä,20.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.08.2021,
11,Yhteystiedot,,05.04.2017,
12,Postiosoite,Aapontie 27  28840  Pori  Suomi,,
13,Käyntiosoite,Aapontie 27  28840  Pori  Suomi,,
14,Puhelin,050 5163578,,
