,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Solaris Capital Oy,28.07.2015,
1,Y-tunnus,2701250-3,,
2,Kotipaikka,Helsinki,28.07.2015,
3,Yritysmuoto,Osakeyhtiö,28.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,28.07.2015,,
6,Viimeisin rekisteröintiajankohta,15.02.2023,15.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,28.07.2015,,
8,Yrityksen tila,Rekisterissä,28.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,18.06.2020,
11,Yhteystiedot,,25.01.2023,
12,Postiosoite,c/o DevCo Partners Oy  Eteläesplanadi 12  00130  Helsinki  Suomi,,
13,Käyntiosoite,c/o DevCo Partners Oy  Eteläesplanadi 12  00130  Helsinki  Suomi,,
