,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Omnigym Oy,26.02.2020,
1,Y-tunnus,2700643-7,,
2,Kotipaikka,Helsinki,25.04.2019,
3,Yritysmuoto,Osakeyhtiö,20.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.07.2015,,
6,Viimeisin rekisteröintiajankohta,28.02.2023,28.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,20.07.2015,,
8,Yrityksen tila,Rekisterissä,20.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.06.2020,
11,Yhteystiedot,,18.01.2022,
12,Postiosoite,c/o Puuha Group Oy  Lintulahdenkuja 10  00500  Helsinki  Suomi,,
13,Käyntiosoite,c/o Puuha Group Oy  Lintulahdenkuja 10  00500  Helsinki  Suomi,,
