,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,AHJ-Kaluste Oy,08.07.2015,
1,Y-tunnus,2699132-4,,
2,Kotipaikka,Kouvola,08.07.2015,
3,Yritysmuoto,Osakeyhtiö,08.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.07.2015,,
6,Viimeisin rekisteröintiajankohta,11.03.2023,11.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,08.07.2015,,
8,Yrityksen tila,Rekisterissä,08.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.08.2021,
11,Yhteystiedot,,08.07.2015,
12,Postiosoite,Korjalankatu 8  45130  Kouvola  Suomi,,
13,Käyntiosoite,Korjalankatu 8  45130  Kouvola  Suomi,,
