,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kuhmon Sampo Kiinteistöt Oy,17.06.2015,
1,Y-tunnus,2695001-2,,
2,Kotipaikka,Kuhmo,17.06.2015,
3,Yritysmuoto,Osakeyhtiö,17.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,17.06.2015,,
6,Viimeisin rekisteröintiajankohta,06.04.2023,06.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,17.06.2015,,
8,Yrityksen tila,Rekisterissä,17.06.2015,
9,Yrityksen tilanne,Selvitystilassa,07.03.2023,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Ei,,
12,Yhteystiedot,,07.03.2023,
13,Postiosoite,c/o Tili-ja Tarkastus A Piirainen  Koivukoskenkatu 15 L 3  87100  Kajaani  Suomi,,
14,Käyntiosoite,Könninmäentie 2  88900  Kuhmo  Suomi,,
