,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,JK-Asunnot Oy,27.04.2018,
1,Y-tunnus,2671988-1,,
2,Kotipaikka,Kauhava,09.02.2015,
3,Yritysmuoto,Osakeyhtiö,27.04.2018,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.02.2015,,
6,Viimeisin rekisteröintiajankohta,25.03.2022,25.03.2022,
7,Yrityksen tiedot järjestelmässä alkaen,09.02.2015,,
8,Yrityksen tila,Rekisterissä,09.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,08.12.2019,
11,Yhteystiedot,,02.02.2016,
12,Postiosoite,Passinkuja 1 B 7  62200  Kauhava  Suomi,,
13,Käyntiosoite,Passinkuja 1 B 7  62200  Kauhava  Suomi,,
14,Puhelin,050 345 6769,,
