,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Morgan Digital Oy Ab,08.01.2016,
1,Y-tunnus,2733573-2,,
2,Kotipaikka,Vaasa,08.01.2016,
3,Yritysmuoto,Osakeyhtiö,08.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.01.2016,,
6,Viimeisin rekisteröintiajankohta,26.11.2022,26.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,08.01.2016,,
8,Yrityksen tila,Rekisterissä,08.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.07.2020,
11,Yhteystiedot,,15.06.2017,
12,Postiosoite,Vaasanpuistikko 14 D  65100  Vaasa  Suomi,,
13,Käyntiosoite,Vaasanpuistikko 14 D  65100  Vaasa  Suomi,,
