,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Konkurssikaupat Suomi Oy,08.04.2015,
1,Y-tunnus,2681032-7,,
2,Kotipaikka,Helsinki,08.04.2015,
3,Yritysmuoto,Osakeyhtiö,08.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.04.2015,,
6,Viimeisin rekisteröintiajankohta,10.08.2022,10.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,08.04.2015,,
8,Yrityksen tila,Rekisterissä,08.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.03.2020,
11,Yhteystiedot,,08.10.2020,
12,Postiosoite,Takkatie 21  00370  Helsinki  Suomi,,
13,Käyntiosoite,Takkatie 21  00370  Helsinki  Suomi,,
14,Puhelin,010 2815351,,
15,Sähköposti,konkurssikaupat(a)gmail.com,,
16,Www,http://www.konkurssikaupat.fi,,
