,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kombo Food Oy,18.12.2015,
1,Y-tunnus,2731858-8,,
2,Kotipaikka,Espoo,18.12.2015,
3,Yritysmuoto,Osakeyhtiö,18.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.12.2015,,
6,Viimeisin rekisteröintiajankohta,29.03.2022,29.03.2022,
7,Yrityksen tiedot järjestelmässä alkaen,18.12.2015,,
8,Yrityksen tila,Rekisterissä,18.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.03.2022,
11,Yhteystiedot,,04.02.2020,
12,Postiosoite,c/o Matinkylän Kuningas Ravintola  Anjankuja 3  02230  Espoo  Suomi,,
13,Käyntiosoite,Anjankuja 3  02230  Espoo  Suomi,,
14,Puhelin,050 412 2715,,
15,Sähköposti,info(a)matinkylankuningasravintola.fi,,
16,Www,http://www.matinkylankuningasravintola.fi,,
