,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,NAUGHTY BRGR Lönkka Oy,01.11.2018,
1,Y-tunnus,2710632-3,,
2,Kotipaikka,Helsinki,09.10.2015,
3,Yritysmuoto,Osakeyhtiö,09.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.10.2015,,
6,Viimeisin rekisteröintiajankohta,08.07.2022,08.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,09.10.2015,,
8,Yrityksen tila,Rekisterissä,09.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.06.2022,
11,Yhteystiedot,,03.11.2020,
12,Postiosoite,Sturenkatu 21  00510  Helsinki  Suomi,,
13,Käyntiosoite,Lönnrotinkatu 13  00120  Helsinki  Suomi,,
14,Www,http://www.naughtybrgr.com,,
