,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Suvereeni mies Oy,19.02.2015,
1,Y-tunnus,2674066-4,,
2,Kotipaikka,Helsinki,19.02.2015,
3,Yritysmuoto,Osakeyhtiö,19.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.02.2015,,
6,Viimeisin rekisteröintiajankohta,02.09.2022,02.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,19.02.2015,,
8,Yrityksen tila,Rekisterissä,19.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,08.02.2015,
12,Postiosoite,c/o Helsinki Think Company  PL 25  00014  Helsingin yliopisto  Suomi,,
13,Käyntiosoite,c/o Helsinki Think Company  Latokartanonkaari 3  00790  Helsinki  Suomi,,
