,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Cattosa Oy,07.01.2016,
1,Y-tunnus,2732756-4,,
2,Kotipaikka,Hämeenkyrö,07.01.2016,
3,Yritysmuoto,Osakeyhtiö,07.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.01.2016,,
6,Viimeisin rekisteröintiajankohta,02.11.2022,02.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,07.01.2016,,
8,Yrityksen tila,Rekisterissä,07.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,29.01.2020,
12,Postiosoite,Kotkankatu 5  37140  Nokia  Suomi,,
13,Käyntiosoite,Kotkankatu 5  37140  Nokia  Suomi,,
14,Puhelin,+358405843029,,
