,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,SUNSTONE TECHNOLOGIES OY,05.03.2015,
1,Y-tunnus,2678870-5,,
2,Kotipaikka,Helsinki,05.03.2015,
3,Yritysmuoto,Osakeyhtiö,05.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.03.2015,,
6,Viimeisin rekisteröintiajankohta,14.09.2022,14.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,05.03.2015,,
8,Yrityksen tila,Rekisterissä,05.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,12.06.2020,
11,Yhteystiedot,,27.02.2015,
12,Postiosoite,Seilimäki 18 B 23  02180  Espoo  Suomi,,
13,Käyntiosoite,Seilimäki 18 B 23  02180  Espoo  Suomi,,
14,Www,http://www.sunstone.io,,
