,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,RecTec Engineering Oy,04.06.2015,
1,Y-tunnus,2691174-2,,
2,Kotipaikka,Heinola,04.06.2015,
3,Yritysmuoto,Osakeyhtiö,04.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.06.2015,,
6,Viimeisin rekisteröintiajankohta,06.12.2022,06.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,04.06.2015,,
8,Yrityksen tila,Rekisterissä,04.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.06.2020,
11,Yhteystiedot,,27.01.2021,
12,Postiosoite,Tähtiniementie 1  18100  Heinola  Suomi,,
13,Käyntiosoite,Tähtiniementie 1  18100  Heinola  Suomi,,
14,Puhelin,"020 730 3540, 0400479139",,
