,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Ravintolapalvelut UunistaUlos Oy,12.11.2015,
1,Y-tunnus,2721318-8,,
2,Kotipaikka,Tampere,12.11.2015,
3,Yritysmuoto,Osakeyhtiö,12.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,12.11.2015,,
6,Lakkaamisajankohta,14.06.2019,14.06.2019,
7,Viimeisin rekisteröintiajankohta,14.06.2019,14.06.2019,
8,Yrityksen tiedot järjestelmässä alkaen,12.11.2015,,
9,Yrityksen tila,Lakannut,14.06.2019,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
