,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kantakaupungin Rakennus Oy,08.09.2015,
1,Y-tunnus,2704786-1,,
2,Kotipaikka,Helsinki,08.09.2015,
3,Yritysmuoto,Osakeyhtiö,08.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.09.2015,,
6,Viimeisin rekisteröintiajankohta,12.04.2022,12.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,08.09.2015,,
8,Yrityksen tila,Rekisterissä,08.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,08.07.2020,
11,Yhteystiedot,,17.08.2015,
12,Postiosoite,Pukkivuorenkatu 24  01690  Vantaa  Suomi,,
13,Puhelin,0400870974,,
