,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Keski-Suomen Lämpö Oy,03.03.2015,
1,Y-tunnus,2676275-9,,
2,Kotipaikka,Jyväskylä,03.03.2015,
3,Yritysmuoto,Osakeyhtiö,03.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.03.2015,,
6,Viimeisin rekisteröintiajankohta,02.02.2023,02.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,03.03.2015,,
8,Yrityksen tila,Rekisterissä,03.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,14.12.2021,
11,Yhteystiedot,,03.05.2022,
12,Postiosoite,Kauppakatu 19  40100  Jyväskylä  Suomi,,
13,Puhelin,050336123,,
14,Sähköposti,info(a)keskisuomenlampo.fi,,
15,Www,http://www.keskisuomenlampo.fi,,
