,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Cultum Oy,13.02.2019,
1,Y-tunnus,2714128-4,,
2,Kotipaikka,Helsinki,02.10.2015,
3,Yritysmuoto,Osakeyhtiö,02.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.10.2015,,
6,Viimeisin rekisteröintiajankohta,12.08.2022,12.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,02.10.2015,,
8,Yrityksen tila,Rekisterissä,02.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.09.2020,
11,Yhteystiedot,,12.09.2018,
12,Postiosoite,Nokkalantie 10 B 14  32210  Loimaa  Suomi,,
13,Käyntiosoite,Nokkalantie 10 B 14  32210  Loimaa  Suomi,,
