,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kuopion Sisäilma Oy,12.06.2015,
1,Y-tunnus,2691524-1,,
2,Kotipaikka,Kuopio,12.06.2015,
3,Yritysmuoto,Osakeyhtiö,12.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,12.06.2015,,
6,Viimeisin rekisteröintiajankohta,27.11.2019,27.11.2019,
7,Yrityksen tiedot järjestelmässä alkaen,12.06.2015,,
8,Yrityksen tila,Rekisterissä,12.06.2015,
9,Yrityksen tilanne,Selvitystilassa,27.11.2019,
10,Yrityksellä on yrityskiinnityksiä,Kyllä,,
11,Yrityksellä on edunsaajatietoja,Ei,,
12,Yhteystiedot,,16.11.2022,
13,Postiosoite,c/o Kuopion Sisäilma Oy  Itkonniemenkatu 29 E  70500  Kuopio  Suomi,,
14,Käyntiosoite,c/o Kuopion Sisäilma Oy  Itkonniemenkatu 29 E  70500  Kuopio  Suomi,,
