,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Isännöinti Lakeuden Kotiasemat Oy,05.08.2015,
1,Y-tunnus,2697831-4,,
2,Kotipaikka,Seinäjoki,05.08.2015,
3,Yritysmuoto,Osakeyhtiö,05.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.08.2015,,
6,Viimeisin rekisteröintiajankohta,08.04.2022,08.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,05.08.2015,,
8,Yrityksen tila,Rekisterissä,05.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,30.09.2019,
11,Yhteystiedot,,24.06.2015,
12,Postiosoite,PL 45  66401  Laihia  Suomi,,
13,Käyntiosoite,Kauppakatu 35  60100  Seinäjoki  Suomi,,
