,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Aakoo Media Partners Oy,01.09.2015,
1,Y-tunnus,2707052-7,,
2,Kotipaikka,Helsinki,01.09.2015,
3,Yritysmuoto,Osakeyhtiö,01.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.09.2015,,
6,Viimeisin rekisteröintiajankohta,03.08.2022,03.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,01.09.2015,,
8,Yrityksen tila,Rekisterissä,01.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,21.08.2019,
11,Yhteystiedot,,02.07.2019,
12,Postiosoite,c/o Aakoo Media Partners Oy  Hagelstamintie 25 E 26  01520  Vantaa  Suomi,,
13,Käyntiosoite,c/o Aakoo Media Partners Oy  Hagelstamintie 25 E 26  01520  Vantaa  Suomi,,
