,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,PK Games Oy,13.04.2015,
1,Y-tunnus,2685318-3,,
2,Kotipaikka,Helsinki,13.04.2015,
3,Yritysmuoto,Osakeyhtiö,13.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.04.2015,,
6,Viimeisin rekisteröintiajankohta,02.09.2022,02.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,13.04.2015,,
8,Yrityksen tila,Rekisterissä,13.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,11.04.2022,
12,Postiosoite,c/o Exit Oulu  Uusikatu 13-15  90100  Oulu  Suomi,,
