,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Shortcut Design Oy,25.08.2015,
1,Y-tunnus,2701042-8,,
2,Kotipaikka,Helsinki,25.08.2015,
3,Yritysmuoto,Osakeyhtiö,25.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,25.08.2015,,
6,Viimeisin rekisteröintiajankohta,01.06.2022,01.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,25.08.2015,,
8,Yrityksen tila,Rekisterissä,25.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,24.06.2020,
11,Yhteystiedot,,13.07.2021,
12,Postiosoite,Saarihuhdantie 1a F 2  00340  Helsinki  Suomi,,
13,Käyntiosoite,Länsituuli 7  02100  Espoo  Suomi,,
