,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,K & K rakentajat Oy,18.11.2015,
1,Y-tunnus,2720141-9,,
2,Kotipaikka,Närpiö,18.11.2015,
3,Yritysmuoto,Osakeyhtiö,18.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.11.2015,,
6,Viimeisin rekisteröintiajankohta,18.05.2022,18.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,18.11.2015,,
8,Yrityksen tila,Rekisterissä,18.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.04.2020,
11,Yhteystiedot,,12.04.2021,
12,Postiosoite,Levypolku 7  48720  Kotka  Suomi,,
13,Käyntiosoite,Levypolku 7  48720  Kotka  Suomi,,
14,Puhelin,"0509103371, 0509103371",,
15,Sähköposti,postitusta(a)gmail.com,,
