,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,OULUN KONETARVIKE OY,26.02.2015,
1,Y-tunnus,2674141-3,,
2,Kotipaikka,Oulu,26.02.2015,
3,Yritysmuoto,Osakeyhtiö,26.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.02.2015,,
6,Viimeisin rekisteröintiajankohta,27.09.2018,27.09.2018,
7,Yrityksen tiedot järjestelmässä alkaen,26.02.2015,,
8,Yrityksen tila,Rekisterissä,26.02.2015,
9,Yrityksen tilanne,Konkurssissa,27.09.2018,
10,Yrityksellä on yrityskiinnityksiä,Kyllä,,
11,Yrityksellä on edunsaajatietoja,Ei,,
12,Yhteystiedot,,09.02.2015,
13,Postiosoite,Konetie 1  90620  Oulu  Suomi,,
14,Käyntiosoite,Konetie 1  90620  Oulu  Suomi,,
