,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Maansiirto Kauko Krekola Oy,20.04.2015,
1,Y-tunnus,2682219-2,,
2,Kotipaikka,Kurikka,20.04.2015,
3,Yritysmuoto,Osakeyhtiö,20.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.04.2015,,
6,Viimeisin rekisteröintiajankohta,30.04.2022,30.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,20.04.2015,,
8,Yrityksen tila,Rekisterissä,20.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,10.01.2021,
11,Yhteystiedot,,18.03.2015,
12,Postiosoite,Kylätie 453  61370  Lohiluoma  Suomi,,
13,Käyntiosoite,Kylätie 453  61370  Lohiluoma  Suomi,,
